name,recclass,mass,year,reclat,reclong,ID,MeteorClass,SecondClass,Group,Family,ChemGroup,PetroType,Breccia,PetroClass,MetaGrade,MarsType,Lithol,Melt,Other
Peña Blanca Spring,Aubrite,70000,1946,30.125,-103.11667,Aubrite,achondrite,,aubrite,,,,0,,,,,,
Pesyanoe,Aubrite,3393,1933,55.5,66.08333,Aubrite,achondrite,,aubrite,,,,0,,,,,,
Shallowater,Aubrite,4650,1936,33.7,-101.93333,Aubrite,achondrite,,aubrite,,,,0,,,,,,
Yamato 793592,Aubrite,31.99,1979,-71.5,35.66667,Aubrite,achondrite,,aubrite,,,,0,,,,,,
LaPaz Icefield 03719,Aubrite-an,62.02,2003,-86.36667,-70,Aubrite-an,achondrite,,aubrite,,,,0,,,,,,
Larned,Aubrite-an,28100,1977,38.1995,-99.162,Aubrite-an,achondrite,,aubrite,,,,0,,,,,,
Mount Egerton,Aubrite-an,22000,1941,-24.76667,117.7,Aubrite-an,achondrite,,aubrite,,,,0,,,,,,
Northwest Africa 1235,Aubrite-an,80,2000,NA,NA,Aubrite-an,achondrite,,aubrite,,,,0,,,,,,
Queen Alexandra Range 97289,Aubrite-an,51.9,1997,-84,168,Aubrite-an,achondrite,,aubrite,,,,0,,,,,,
Queen Alexandra Range 97348,Aubrite-an,50.7,1997,-84,168,Aubrite-an,achondrite,,aubrite,,,,0,,,,,,
Allan Hills 84025,Brachinite,4.6,1984,-77.02267,157.02695,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Brachina,Brachinite,202.9,1974,-31.3,138.38333,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Eagles Nest,Brachinite,154,1960,NA,NA,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Elephant Moraine 99402,Brachinite,180.5,1999,-76.18333,157.16667,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Elephant Moraine 99407,Brachinite,60,1999,-76.18333,157.16667,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Hughes 026,Brachinite,360,1995,-30,129.16667,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Lewis Cliff 88763,Brachinite,4.1,1988,-84.24585,161.40139,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 3151,Brachinite,1500,2005,NA,NA,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 4872,Brachinite,3000,2007,NA,NA,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 4874,Brachinite,28,2007,NA,NA,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 4876,Brachinite,130,2007,NA,NA,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 4882,Brachinite,3097,2007,NA,NA,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 4969,Brachinite,180,2007,NA,NA,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 5191,Brachinite,26.5,2006,NA,NA,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 5435,Brachinite,444,2009,0,0,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 595,Brachinite,196,2001,NA,NA,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 5969,Brachinite,4000,2009,0,0,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 5971,Brachinite,484,2009,0,0,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 5976,Brachinite,158,2008,0,0,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 6152,Brachinite,200,2010,0,0,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 6349,Brachinite,730,2010,0,0,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 6451,Brachinite,411,2009,0,0,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 6474,Brachinite,312,2010,0,0,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 6874,Brachinite,90,2011,0,0,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 7008,Brachinite,10.8,2011,0,0,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 7299,Brachinite,20,2011,0,0,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 7388,Brachinite,50.8,2007,0,0,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 7499,Brachinite,320,2012,0,0,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Northwest Africa 7605,Brachinite,320,2012,0,0,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Nova 003,Brachinite,187,1991,NA,NA,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Ramlat as Sahmah 309,Brachinite,1435.43,2009,20.7658,55.43587,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Reid 013,Brachinite,330,1991,-30.08333,128.91667,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Reid 027,Brachinite,19.7,1991,-30.31806,128.37333,Brachinite,achondrite,primitive,brachinite,,,,0,,,,,,
Sutter's Mill,C,992.5,2012,38.80389,-120.90806,C,chondrite,carbonaceous,ungrouped,,,,0,,,,,,
Yamato 793277,C,2.23,1979,-71.5,35.66667,C,chondrite,carbonaceous,ungrouped,,,,0,,,,,,
Yamato 793581,C,11.44,1979,-71.5,35.66667,C,chondrite,carbonaceous,ungrouped,,,,0,,,,,,
Yamato 86767,C,2.86,1986,-71.5,35.66667,C,chondrite,carbonaceous,ungrouped,,,,0,,,,,,
Yamato 86770,C,94.89,1986,-71.5,35.66667,C,chondrite,carbonaceous,ungrouped,,,,0,,,,,,
Yamato 86771,C,38.31,1986,-71.5,35.66667,C,chondrite,carbonaceous,ungrouped,,,,0,,,,,,
Yamato 86772,C,81,1986,-71.5,35.66667,C,chondrite,carbonaceous,ungrouped,,,,0,,,,,,
Yamato 86773,C,28.35,1986,-71.5,35.66667,C,chondrite,carbonaceous,ungrouped,,,,0,,,,,,
Yamato 82162,C1/2-ung,41.73,1982,-71.5,35.66667,C1/2-ung,chondrite,carbonaceous,ungrouped,,,1&2,0,,,,,,
Bench Crater,C1-ung,NA,1969,NA,NA,C1-ung,chondrite,carbonaceous,ungrouped,,,1,0,,,,,,
Elephant Moraine 92006,C2,0.8,1992,-76.04972,156.45457,C2,chondrite,carbonaceous,ungrouped,,,2,0,,,,,,
Acfer 094,C2-ung,82,1990,27.73333,4.43333,C2-ung,chondrite,carbonaceous,ungrouped,,,2,0,,,,,,
Adelaide,C2-ung,2031,1972,NA,NA,C2-ung,chondrite,carbonaceous,ungrouped,,,2,0,,,,,,
Belgica 7904,C2-ung,1234,1979,-72.58333,31.25,C2-ung,chondrite,carbonaceous,ungrouped,,,2,0,,,,,,
Bells,C2-ung,375,1961,33.6,-96.46667,C2-ung,chondrite,carbonaceous,ungrouped,,,2,0,,,,,,
El Médano 100,C2-ung,1.8,2011,-24.85,-70.53333,C2-ung,chondrite,carbonaceous,ungrouped,,,2,0,,,,,,
Elephant Moraine 83226,C2-ung,33.1,1983,-76.28278,157.22917,C2-ung,chondrite,carbonaceous,ungrouped,,,2,0,,,,,,
Elephant Moraine 83355,C2-ung,66.2,1983,-76.28583,157.27861,C2-ung,chondrite,carbonaceous,ungrouped,,,2,0,,,,,,
Essebi,C2-ung,500,1957,2.88333,30.83333,C2-ung,chondrite,carbonaceous,ungrouped,,,2,0,,,,,,
Grosvenor Mountains 95566,C2-ung,50.7,1995,-85.66667,175,C2-ung,chondrite,carbonaceous,ungrouped,,,2,0,,,,,,
MacAlpine Hills 87300,C2-ung,167.5,1987,-84.21667,160.5,C2-ung,chondrite,carbonaceous,ungrouped,,,2,0,,,,,,
Northwest Africa 6697,C2-ung,67.05,2010,0,0,C2-ung,chondrite,carbonaceous,ungrouped,,,2,0,,,,,,
Tagish Lake,C2-ung,10000,2000,59.70444,-134.20139,C2-ung,chondrite,carbonaceous,ungrouped,,,2,0,,,,,,
Yamato 86720,C2-ung,858.71,1986,-71.5,35.66667,C2-ung,chondrite,carbonaceous,ungrouped,,,2,0,,,,,,
Yamato 86789,C2-ung,340.36,1986,-71.5,35.66667,C2-ung,chondrite,carbonaceous,ungrouped,,,2,0,,,,,,
Northwest Africa 5958,C3.0-ung,286,2009,0,0,C3.0-ung,chondrite,carbonaceous,ungrouped,,,3,0,,,,,,
Sahara 00177,C3/4-ung,12,2000,NA,NA,C3/4-ung,chondrite,carbonaceous,ungrouped,,,3|4,0,,,,,,
Dar al Gani 055,C3-ung,451,1995,27.26717,16.42033,C3-ung,chondrite,carbonaceous,ungrouped,,,3,0,,,,,,
Dar al Gani 056,C3-ung,703,1995,27.26783,16.41317,C3-ung,chondrite,carbonaceous,ungrouped,,,3,0,,,,,,
Dar al Gani 429,C3-ung,253,1998,27.28133,16.41733,C3-ung,chondrite,carbonaceous,ungrouped,,,3,0,,,,,,
Dar al Gani 430,C3-ung,572,1998,27.27933,16.41167,C3-ung,chondrite,carbonaceous,ungrouped,,,3,0,,,,,,
Dar al Gani 978,C3-ung,44.4,1999,27.28067,16.40567,C3-ung,chondrite,carbonaceous,ungrouped,,,3,0,,,,,,
Lewis Cliff 85332,C3-ung,113.7,1985,-84.29006,161.33639,C3-ung,chondrite,carbonaceous,ungrouped,,,3,0,,,,,,
MacAlpine Hills 87301,C3-ung,110.9,1987,-84.21667,160.5,C3-ung,chondrite,carbonaceous,ungrouped,,,3,0,,,,,,
MacAlpine Hills 88107,C3-ung,192.8,1988,-84.21667,160.5,C3-ung,chondrite,carbonaceous,ungrouped,,,3,0,,,,,,
Ningqiang,C3-ung,4610,1983,32.925,105.90667,C3-ung,chondrite,carbonaceous,ungrouped,,,3,0,,,,,,
Northwest Africa 033,C3-ung,192,1999,30.9,-3.96667,C3-ung,chondrite,carbonaceous,ungrouped,,,3,0,,,,,,
Northwest Africa 1152,C3-ung,98,2000,NA,NA,C3-ung,chondrite,carbonaceous,ungrouped,,,3,0,,,,,,
Sahara 00182,C3-ung,70,2000,NA,NA,C3-ung,chondrite,carbonaceous,ungrouped,,,3,0,,,,,,
Asuka 882113,C4,53.98,1988,-72,26,C4,chondrite,carbonaceous,ungrouped,,,4,0,,,,,,
Yamato 86633,C4,3.96,1986,-71.5,35.66667,C4,chondrite,carbonaceous,ungrouped,,,4,0,,,,,,
Elephant Moraine 96026,C4/5,226,1996,-76.18333,157.16667,C4/5,chondrite,carbonaceous,ungrouped,,,4|5,0,,,,,,
Coolidge,C4-ung,4500,1937,38.03333,-101.98333,C4-ung,chondrite,carbonaceous,ungrouped,,,4,0,,,,,,
Hammadah al Hamra 073,C4-ung,569,1994,28.78767,12.87017,C4-ung,chondrite,carbonaceous,ungrouped,,,4,0,,,,,,
Loongana 001,C4-ung,179,1990,-30.6,127.16667,C4-ung,chondrite,carbonaceous,ungrouped,,,4,0,,,,,,
Mulga (west),C5/6-ung,169.2,1971,-30.18333,126.36667,C5/6-ung,chondrite,carbonaceous,ungrouped,,,5|6,0,,,,,,
Asuka 881551,C6,162.48,1988,-72,26,C6,chondrite,carbonaceous,ungrouped,,,6,0,,,,,,
Yamato 86028,C6,3.92,1986,-71.5,35.66667,C6,chondrite,carbonaceous,ungrouped,,,6,0,,,,,,
Miller Range 05082,CB,12,2005,NA,NA,CB,chondrite,carbonaceous,CB,,,,0,,,,,,
Miller Range 07404,CB,0.8,2007,0,0,CB,chondrite,carbonaceous,CB,,,,0,,,,,,
Miller Range 07411,CB,14.5,2007,0,0,CB,chondrite,carbonaceous,CB,,,,0,,,,,,
Miller Range 07558,CB,0.7,2007,0,0,CB,chondrite,carbonaceous,CB,,,,0,,,,,,
Miller Range 07588,CB,1.4,2007,0,0,CB,chondrite,carbonaceous,CB,,,,0,,,,,,
Miller Range 07598,CB,1.4,2007,0,0,CB,chondrite,carbonaceous,CB,,,,0,,,,,,
Miller Range 090985,CB,3.1,2009,0,0,CB,chondrite,carbonaceous,CB,,,,0,,,,,,
Northwest Africa 4025,CB,745.5,2005,NA,NA,CB,chondrite,carbonaceous,CB,,,,0,,,,,,
Bencubbin,CBa,118000,1930,-30.75,117.78333,CBa,chondrite,carbonaceous,CBa,,,,0,,,,,,
Fountain Hills,CBa,60,2002,33.61,-111.72,CBa,chondrite,carbonaceous,CBa,,,,0,,,,,,
Gujba,CBa,1.00E+05,1984,11.49167,11.65833,CBa,chondrite,carbonaceous,CBa,,,,0,,,,,,
Northwest Africa 1814,CBa,156,1999,NA,NA,CBa,chondrite,carbonaceous,CBa,,,,0,,,,,,
Weatherford,CBa,2000,1926,35.5,-98.7,CBa,chondrite,carbonaceous,CBa,,,,0,,,,,,
Hammadah al Hamra 237,CBb,3173,1997,28.60933,13.04917,CBb,chondrite,carbonaceous,CBb,,,,0,,,,,,
MacAlpine Hills 02675,CBb,22.85,2002,NA,NA,CBb,chondrite,carbonaceous,CBb,,,,0,,,,,,
Queen Alexandra Range 94411,CBb,39.7,1994,-84,168,CBb,chondrite,carbonaceous,CBb,,,,0,,,,,,
Queen Alexandra Range 94627,CBb,30.5,1994,-84,168,CBb,chondrite,carbonaceous,CBb,,,,0,,,,,,
Queen Alexandra Range 99309,CBb,1.75,1999,-84,168,CBb,chondrite,carbonaceous,CBb,,,,0,,,,,,
Isheyevo,CH/CBb,16000,2003,53.61667,56.33333,CH/CBb,chondrite,carbonaceous,CH&CBb,,,,0,,,,,,
Acfer 182,CH3,166,1990,27.7,4.35,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Acfer 207,CH3,105,1991,27.68806,4.37194,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Acfer 214,CH3,612,1991,27.69,4.37861,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Acfer 366,CH3,1456,2002,26.60933,3.93567,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Allan Hills 85085,CH3,11.9,1985,-76.84838,156.42015,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Asuka 881020,CH3,52.12,1988,-72,26,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Asuka 881541,CH3,49.11,1988,-72,26,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Asuka 881691,CH3,9.12,1988,-72,26,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Elephant Moraine 96238,CH3,0.4,1996,-76.18333,157.16667,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Miller Range 090586,CH3,8.1,2009,0,0,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Northwest Africa 470,CH3,62.9,1999,31.98333,-4.18667,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Northwest Africa 4781,CH3,181,2006,NA,NA,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Northwest Africa 5130,CH3,23,2007,0,0,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Northwest Africa 739,CH3,60,1999,NA,NA,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Northwest Africa 770,CH3,18.1,2000,20.34667,-11.83383,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Patuxent Range 91546,CH3,17.9,1991,-84.57525,-62.14942,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Pecora Escarpment 91328,CH3,11,1991,-85.67872,-69.07009,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Pecora Escarpment 91452,CH3,7.2,1991,-85.67874,-69.06662,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Pecora Escarpment 91467,CH3,46.9,1991,-85.67876,-69.05982,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Reckling Peak 92435,CH3,4.6,1992,-76.23129,158.10208,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Sayh al Uhaymir 290,CH3,1796,2004,21.07544,57.14703,CH3,chondrite,carbonaceous,CH,,,3,0,,,,,,
Northwest Africa 2210,CH3 ,74,2000,NA,NA,CH3,chondrite,ordinary,CH,,,3,0,,,,,,
David Glacier 92308,Chondrite-fusion crust,1.7,1992,-75.31667,162,Chondrite-fusion crust,chondrite,,ungrouped,,,,0,,,,,,fusion crust
LaPaz Icefield 04531,Chondrite-fusion crust,0.01,2004,NA,NA,Chondrite-fusion crust,chondrite,,ungrouped,,,,0,,,,,,fusion crust
LaPaz Icefield 04644,Chondrite-fusion crust,0.63,2004,NA,NA,Chondrite-fusion crust,chondrite,,ungrouped,,,,0,,,,,,fusion crust
Lewis Cliff 87241,Chondrite-fusion crust,0.5,1987,-84.34563,161.31058,Chondrite-fusion crust,chondrite,,ungrouped,,,,0,,,,,,fusion crust
Acfer 370,Chondrite-ung,129,2002,27.6725,4.35667,Chondrite-ung,chondrite,,ungrouped,,,,0,,,,,,
Deakin 001,Chondrite-ung,109.5,1978,-30.88333,128.96667,Chondrite-ung,chondrite,,ungrouped,,,,0,,,,,,
Dhofar 535,Chondrite-ung,204,2000,19.33333,54.795,Chondrite-ung,chondrite,,ungrouped,,,,0,,,,,,
Grosvenor Mountains 95551,Chondrite-ung,213.4,1995,-85.66667,175,Chondrite-ung,chondrite,,ungrouped,,,,0,,,,,,
Hammadah al Hamra 180,Chondrite-ung,936,1996,28.6035,13.30067,Chondrite-ung,chondrite,,ungrouped,,,,0,,,,,,
LaPaz Icefield 04757,Chondrite-ung,12.8,2004,NA,NA,Chondrite-ung,chondrite,,ungrouped,,,,0,,,,,,
LaPaz Icefield 04773,Chondrite-ung,8.3,2004,NA,NA,Chondrite-ung,chondrite,,ungrouped,,,,0,,,,,,
Motpena (b),Chondrite-ung,304,1972,-31.2,138.3,Chondrite-ung,chondrite,,ungrouped,,,,0,,,,,,
Northwest Africa 2994,Chondrite-ung,4756,2007,NA,NA,Chondrite-ung,chondrite,,ungrouped,,,,0,,,,,,
Northwest Africa 5492,Chondrite-ung,593,2008,0,0,Chondrite-ung,chondrite,,ungrouped,,,,0,,,,,,
Northwest Africa 5717,Chondrite-ung,7310,2008,0,0,Chondrite-ung,chondrite,,ungrouped,,,,0,,,,,,
Ramlat as Sahmah 211,Chondrite-ung,143.03,2003,20.58587,55.87252,Chondrite-ung,chondrite,,ungrouped,,,,0,,,,,,
Sahara 97009,Chondrite-ung,96,1997,NA,NA,Chondrite-ung,chondrite,,ungrouped,,,,0,,,,,,
Sahara 97039,Chondrite-ung,65,1997,NA,NA,Chondrite-ung,chondrite,,ungrouped,,,,0,,,,,,
Sahara 97042,Chondrite-ung,83.4,1997,NA,NA,Chondrite-ung,chondrite,,ungrouped,,,,0,,,,,,
Alais,CI1,6000,1806,44.11667,4.08333,CI1,chondrite,carbonaceous,CI,,,1,0,,,,,,
Ivuna,CI1,704.5,1938,-8.41667,32.43333,CI1,chondrite,carbonaceous,CI,,,1,0,,,,,,
Orgueil,CI1,14000,1864,43.88333,1.38333,CI1,chondrite,carbonaceous,CI,,,1,0,,,,,,
Revelstoke,CI1,1,1965,51.33333,-118.95,CI1,chondrite,carbonaceous,CI,,,1,0,,,,,,
Tonk,CI1,7.7,1911,24.65,76.86667,CI1,chondrite,carbonaceous,CI,,,1,0,,,,,,
Yamato 86029,CI1,11.83,1986,-71.5,35.66667,CI1,chondrite,carbonaceous,CI,,,1,0,,,,,,
Yamato 86737,CI1,2.81,1986,-71.5,35.66667,CI1,chondrite,carbonaceous,CI,,,1,0,,,,,,
Yamato 980115,CI1,771.69,1998,NA,NA,CI1,chondrite,carbonaceous,CI,,,1,0,,,,,,
Yamato 980134,CI1,12.206,1998,NA,NA,CI1,chondrite,carbonaceous,CI,,,1,0,,,,,,
Northwest Africa 1628,CK,18.2,2003,NA,NA,CK,chondrite,carbonaceous,CK,,,,0,,,,,,
Northwest Africa 4812,CK,68,2006,NA,NA,CK,chondrite,carbonaceous,CK,,,,0,,,,,,
Northwest Africa 5211,CK,276,2007,0,0,CK,chondrite,carbonaceous,CK,,,,0,,,,,,
Camel Donga 003,CK3,36.6,1990,-30.11667,126.91667,CK3,chondrite,carbonaceous,CK,,,3,0,,,,,,
Dhofar 015,CK3,184,2000,18.64333,54.43,CK3,chondrite,carbonaceous,CK,,,3,0,,,,,,
Dhofar 1430,CK3,134,2006,18.56944,54.24,CK3,chondrite,carbonaceous,CK,,,3,0,,,,,,
Hart,CK3,966,2010,34.37718,-102.11672,CK3,chondrite,carbonaceous,CK,,,3,0,,,,,,
Northwest Africa 1559,CK3,284,2000,NA,NA,CK3,chondrite,carbonaceous,CK,,,3,0,,,,,,
Northwest Africa 1694,CK3,47.1,2002,NA,NA,CK3,chondrite,carbonaceous,CK,,,3,0,,,,,,
Northwest Africa 2043,CK3,34.9,2003,0,0,CK3,chondrite,carbonaceous,CK,,,3,0,,,,,,
Northwest Africa 4423,CK3,91.94,2006,NA,NA,CK3,chondrite,carbonaceous,CK,,,3,0,,,,,,
Northwest Africa 4425,CK3,579,2006,NA,NA,CK3,chondrite,carbonaceous,CK,,,3,0,,,,,,
Northwest Africa 4661,CK3,42,2005,NA,NA,CK3,chondrite,carbonaceous,CK,,,3,0,,,,,,
Northwest Africa 4724,CK3,35,2001,NA,NA,CK3,chondrite,carbonaceous,CK,,,3,0,,,,,,
Northwest Africa 5956,CK3,285,2006,0,0,CK3,chondrite,carbonaceous,CK,,,3,0,,,,,,
Northwest Africa 772,CK3,71,2000,26.44933,-11.6935,CK3,chondrite,carbonaceous,CK,,,3,0,,,,,,
Northwest Africa 2921,CK3.8,195,2005,NA,NA,CK3.8,chondrite,carbonaceous,CK,,,3,0,,,,,,
Northwest Africa 2854,CK3/4,167,2004,NA,NA,CK3/4,chondrite,carbonaceous,CK,,,type 3|4,0,,,,,,
Dar al Gani 431,CK3-an,353,1998,27.31283,16.232,CK3-an,chondrite,carbonaceous,CK,,,3,0,,,,,,
Northwest Africa 1665,CK3-an,1185,2002,NA,NA,CK3-an,chondrite,carbonaceous,CK,,,3,0,,,,,,
Watson 002,CK3-an,83.8,1991,-30.71667,131.51667,CK3-an,chondrite,carbonaceous,CK,,,3,0,,,,,,
Allan Hills 82135,CK4,12.1,1982,-76.91276,156.97559,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Allan Hills 84038,CK4,12.3,1984,-76.88906,157.05112,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Allan Hills 85002,CK4,437.7,1985,-76.91661,156.53194,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Asuka 880691,CK4,28.77,1988,-72,26,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Asuka 881473,CK4,17.65,1988,-72,26,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Asuka 881951,CK4,23.88,1988,-72,26,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Buckley Island 10944,CK4,39.7,2010,0,0,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Cook 003,CK4,1536.9,1986,-30.31833,129.06333,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
David Glacier 92300,CK4,26.7,1992,-75.31667,162,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Elephant Moraine 99430,CK4,27.1,1999,-76.18333,157.16667,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Graves Nunataks 06173,CK4,5.5,2006,NA,NA,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Graves Nunataks 98102,CK4,7,1998,-86.71667,-141.5,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Grove Mountains 020015,CK4,10.1,2002,-73.12139,75.10639,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Hammadah al Hamra 280,CK4,26500,2000,28.47017,12.972,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Hammadah al Hamra 281,CK4,3598,2000,28.4925,13.213,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Hammadah al Hamra 337,CK4,198,2001,29.48333,12.12333,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Karoonda,CK4,41730,1930,-35.08333,139.91667,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Kobe,CK4,136,1999,34.73333,135.16667,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Larkman Nunatak 04317,CK4,10.4,2003,NA,NA,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Larkman Nunatak 04318,CK4,53.3,2003,NA,NA,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Lewis Cliff 86258,CK4,24.1,1986,-84.25457,161.36621,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Lewis Cliff 87214,CK4,0.4,1987,-84.34242,161.25252,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Lewis Cliff 87250,CK4,1.7,1987,-84.34038,161.40096,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Lucerne Valley 028,CK4,3,2003,34.4875,-116.95567,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Lucerne Valley 029,CK4,10.1,2003,34.487,-116.956,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Lucerne Valley 030,CK4,4.12,2004,34.48708,-116.95797,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Lucerne Valley 031,CK4,3.22,2004,34.4871,-116.9578,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Lucerne Valley 032,CK4,11.87,2004,34.49015,-116.94985,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Lucerne Valley 035,CK4,0.92,2004,34.4868,-116.95837,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Lucerne Valley 036,CK4,2.48,2004,34.48793,-116.95638,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Lucerne Valley 037,CK4,0.9,2004,34.48887,-116.95223,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Lucerne Valley 097,CK4,6.5,2008,34.48565,-116.95673,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Lucerne Valley 098,CK4,1.5,2008,34.48703,-116.95595,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Lucerne Valley 101,CK4,4,2008,34.48598,-116.95593,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
MacKay Glacier 05232,CK4,2.1,2005,NA,NA,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Meteorite Hills 00739,CK4,9.21,2000,-79.68333,155.75,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Northwest Africa 2129,CK4,994,2003,NA,NA,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Northwest Africa 2372,CK4,440,2004,NA,NA,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Northwest Africa 2386,CK4,440,2004,NA,NA,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Northwest Africa 2519,CK4,44.47,2004,NA,NA,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Northwest Africa 2708,CK4,528,2005,NA,NA,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Northwest Africa 2787,CK4,32,2005,NA,NA,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Northwest Africa 2867,CK4,60,2002,NA,NA,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Northwest Africa 3193,CK4,95.6,2008,0,0,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Northwest Africa 4372,CK4,64.8,2005,NA,NA,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
Northwest Africa 4422,CK4,147.72,2006,32.26667,-3.46667,CK4,chondrite,carbonaceous,CK,,,4,0,,,,,,
